tei_section_id	tei_node_id	tei_node_type	sentence_id	phrase_id	word	part_of_speech	accent	phoneme	stress	tone	break_index
5000000451	6000000464	sp	1	1	I	PRP		AI	1	L-L%	5
5000000451	6000000464	sp	1	1	wonder	VBP		w V n	1	L-L%	5
5000000451	6000000464	sp	1	1	wonder	VBP		d r=	0	L-L%	5
5000000451	6000000464	sp	1	1	how	WRB		h aU	1	L-L%	5
5000000451	6000000464	sp	1	1	the	DT		D @	0	L-L%	5
5000000451	6000000464	sp	1	1	king	NN	L+H*	k I N	1	L-L%	5
5000000451	6000000464	sp	1	1	escaped	VBD	L+H*	I s	0	L-L%	5
5000000451	6000000464	sp	1	1	escaped	VBD	L+H*	k EI p t	1	L-L%	5
5000000451	6000000464	sp	1	1	our	PRP$		aU	1	L-L%	5
5000000451	6000000464	sp	1	1	our	PRP$		r=	0	L-L%	5
5000000451	6000000464	sp	1	1	hands	NNS	!H*	h { n d z	1	L-L%	5
5000000451	6000000464	sp	1	1	.	.				L-L%	5
5000000451	6000000473	sp	1	1	While	IN		w AI l	1	H-L%	4
5000000451	6000000473	sp	1	1	we	PRP		w i	1	H-L%	4
5000000451	6000000473	sp	1	1	pursued	VBD	L+H*	p r=	0	H-L%	4
5000000451	6000000473	sp	1	1	pursued	VBD	L+H*	s u d	1	H-L%	4
5000000451	6000000473	sp	1	1	the	DT		D @	0	H-L%	4
5000000451	6000000473	sp	1	1	horsemen	NNS	L+H*	h O r	1	H-L%	4
5000000451	6000000473	sp	1	1	horsemen	NNS	L+H*	s m @ n	0	H-L%	4
5000000451	6000000473	sp	1	1	of	IN		V v	1	H-L%	4
5000000451	6000000473	sp	1	1	the	DT		D @	0	H-L%	4
5000000451	6000000473	sp	1	1	north	NN	L+H*	n O r T	1	H-L%	4
5000000451	6000000473	sp	1	1	,	,				H-L%	4
5000000451	6000000473	sp	1	2	He	PRP		h i	1	H-L%	4
5000000451	6000000473	sp	1	2	slily	RB		s l I	1	H-L%	4
5000000451	6000000473	sp	1	2	slily	RB		l i	0	H-L%	4
5000000451	6000000473	sp	1	2	stole	VBD	L+H*	s	0	H-L%	4
5000000451	6000000473	sp	1	2	stole	VBD	L+H*	t @U l	1	H-L%	4
5000000451	6000000473	sp	1	2	away	RB		@	0	H-L%	4
5000000451	6000000473	sp	1	2	away	RB		w EI	1	H-L%	4
5000000451	6000000473	sp	1	2	and	CC		{ n d	1	H-L%	4
5000000451	6000000473	sp	1	2	left	VBD	L+H*	l E f t	1	H-L%	4
5000000451	6000000473	sp	1	2	his	PRP$		h I z	1	H-L%	4
5000000451	6000000473	sp	1	2	men	NNS	L+H*	m E n	1	H-L%	4
5000000451	6000000473	sp	1	2	:	:				H-L%	4
5000000451	6000000473	sp	1	3	Whereat	IN		w E	1	H-L%	4
5000000451	6000000473	sp	1	3	Whereat	IN		r i t	0	H-L%	4
5000000451	6000000473	sp	1	3	the	DT		D @	0	H-L%	4
5000000451	6000000473	sp	1	3	great	JJ	L+H*	g r EI t	1	H-L%	4
5000000451	6000000473	sp	1	3	Lord	NNP	L+H*	l O r d	1	H-L%	4
5000000451	6000000473	sp	1	3	of	IN		V v	1	H-L%	4
5000000451	6000000473	sp	1	3	Northumberland	NNP	L+H*	n O r	1	H-L%	4
5000000451	6000000473	sp	1	3	Northumberland	NNP	L+H*	T u m	0	H-L%	4
5000000451	6000000473	sp	1	3	Northumberland	NNP	L+H*	b r=	0	H-L%	4
5000000451	6000000473	sp	1	3	Northumberland	NNP	L+H*	l @ n d	0	H-L%	4
5000000451	6000000473	sp	1	3	,	,				H-L%	4
5000000451	6000000473	sp	1	4	Whose	DT		h u z	1	H-L%	4
5000000451	6000000473	sp	1	4	warlike	JJ	L+H*	w O	1	H-L%	4
5000000451	6000000473	sp	1	4	warlike	JJ	L+H*	r l AI k	0	H-L%	4
5000000451	6000000473	sp	1	4	ears	NNS	L+H*	I r z	1	H-L%	4
5000000451	6000000473	sp	1	4	could	MD		k U d	1	H-L%	4
5000000451	6000000473	sp	1	4	never	RB		n E	1	H-L%	4
5000000451	6000000473	sp	1	4	never	RB		v r=	0	H-L%	4
5000000451	6000000473	sp	1	4	brook	VB	L+H*	b r U k	1	H-L%	4
5000000451	6000000473	sp	1	4	retreat	NN	L+H*	r i	0	H-L%	4
5000000451	6000000473	sp	1	4	retreat	NN	L+H*	t r i t	1	H-L%	4
5000000451	6000000473	sp	1	4	,	,				H-L%	4
5000000451	6000000473	sp	1	5	Cheered	VBN	L+H*	tS I r d	1	H-L%	4
5000000451	6000000473	sp	1	5	up	IN		V p	1	H-L%	4
5000000451	6000000473	sp	1	5	the	DT		D @	0	H-L%	4
5000000451	6000000473	sp	1	5	drooping	VBG	L+H*	d r u	1	H-L%	4
5000000451	6000000473	sp	1	5	drooping	VBG	L+H*	p I N	0	H-L%	4
5000000451	6000000473	sp	1	5	army	NN	L+H*	A	1	H-L%	4
5000000451	6000000473	sp	1	5	army	NN	L+H*	r m i	0	H-L%	4
5000000451	6000000473	sp	1	5	;	:				H-L%	4
5000000451	6000000473	sp	1	6	and	CC		{ n d	1	H-L%	4
5000000451	6000000473	sp	1	6	himself	PRP		h I m	0	H-L%	4
5000000451	6000000473	sp	1	6	himself	PRP		s E l f	1	H-L%	4
5000000451	6000000473	sp	1	6	,	,				H-L%	4
5000000451	6000000473	sp	1	7	Lord	NNP	L+H*	l O r d	1	H-L%	4
5000000451	6000000473	sp	1	7	Clifford	NNP	L+H*	k l I	1	H-L%	4
5000000451	6000000473	sp	1	7	Clifford	NNP	L+H*	f r= d	0	H-L%	4
5000000451	6000000473	sp	1	7	and	CC		{ n d	1	H-L%	4
5000000451	6000000473	sp	1	7	Lord	NNP	L+H*	l O r d	1	H-L%	4
5000000451	6000000473	sp	1	7	Stafford	NNP	L+H*	s	0	H-L%	4
5000000451	6000000473	sp	1	7	Stafford	NNP	L+H*	t {	1	H-L%	4
5000000451	6000000473	sp	1	7	Stafford	NNP	L+H*	f r= d	0	H-L%	4
5000000451	6000000473	sp	1	7	,	,				H-L%	4
5000000451	6000000473	sp	1	8	all	DT		O l	1	H-L%	4
5000000451	6000000473	sp	1	8	abreast	JJ	L+H*	@	0	H-L%	4
5000000451	6000000473	sp	1	8	abreast	JJ	L+H*	b r E s t	1	H-L%	4
5000000451	6000000473	sp	1	8	,	,				H-L%	4
5000000451	6000000473	sp	1	9	Charged	VBN	L+H*	tS A r dZ d	1	H-L%	4
5000000451	6000000473	sp	1	9	our	PRP$		aU	1	H-L%	4
5000000451	6000000473	sp	1	9	our	PRP$		r=	0	H-L%	4
5000000451	6000000473	sp	1	9	main	JJ	L+H*	m EI n	1	H-L%	4
5000000451	6000000473	sp	1	9	"battle's"	NN	L+H*	b {	1	H-L%	4
5000000451	6000000473	sp	1	9	"battle's"	NN	L+H*	t @ l	0	H-L%	4
5000000451	6000000473	sp	1	9	"battle's"	POS		z	0	H-L%	4
5000000451	6000000473	sp	1	9	front	NN	L+H*	f r V n t	1	H-L%	4
5000000451	6000000473	sp	1	9	,	,				H-L%	4
5000000451	6000000473	sp	1	10	and	CC		{ n d	1	L-L%	5
5000000451	6000000473	sp	1	10	breaking	VBG	L+H*	b r EI	1	L-L%	5
5000000451	6000000473	sp	1	10	breaking	VBG	L+H*	k I N	0	L-L%	5
5000000451	6000000473	sp	1	10	in	IN		I n	1	L-L%	5
5000000451	6000000473	sp	1	10	Were	VBD	L+H*	w r=	0	L-L%	5
5000000451	6000000473	sp	1	10	by	IN		b AI	1	L-L%	5
5000000451	6000000473	sp	1	10	the	DT		D @	0	L-L%	5
5000000451	6000000473	sp	1	10	swords	NNS	L+H*	s O r d z	1	L-L%	5
5000000451	6000000473	sp	1	10	of	IN		V v	1	L-L%	5
5000000451	6000000473	sp	1	10	common	JJ	L+H*	k A	1	L-L%	5
5000000451	6000000473	sp	1	10	common	JJ	L+H*	m @ n	0	L-L%	5
5000000451	6000000473	sp	1	10	soldiers	NNS	L+H*	s @U l	1	L-L%	5
5000000451	6000000473	sp	1	10	soldiers	NNS	L+H*	dZ r= z	0	L-L%	5
5000000451	6000000473	sp	1	10	slain	JJ	!H*	s l EI n	1	L-L%	5
5000000451	6000000473	sp	1	10	.	.				L-L%	5
5000000451	6000000503	sp	1	1	Lord	NNP	L+H*	l O r d	1	H-L%	4
5000000451	6000000503	sp	1	1	"Stafford's"	NN	L+H*	s	0	H-L%	4
5000000451	6000000503	sp	1	1	"Stafford's"	NN	L+H*	t {	1	H-L%	4
5000000451	6000000503	sp	1	1	"Stafford's"	NN	L+H*	f r= d	0	H-L%	4
5000000451	6000000503	sp	1	1	"Stafford's"	POS		z	0	H-L%	4
5000000451	6000000503	sp	1	1	father	NN	L+H*	f A	1	H-L%	4
5000000451	6000000503	sp	1	1	father	NN	L+H*	D r=	0	H-L%	4
5000000451	6000000503	sp	1	1	,	,				H-L%	4
5000000451	6000000503	sp	1	2	Duke	NNP	L+H*	d u k	1	H-L%	4
5000000451	6000000503	sp	1	2	of	IN		V v	1	H-L%	4
5000000451	6000000503	sp	1	2	Buckingham	NNP	L+H*	b V	1	H-L%	4
5000000451	6000000503	sp	1	2	Buckingham	NNP	L+H*	k I N	0	H-L%	4
5000000451	6000000503	sp	1	2	Buckingham	NNP	L+H*	h { m	0	H-L%	4
5000000451	6000000503	sp	1	2	,	,				H-L%	4
5000000451	6000000503	sp	1	3	Is	VBZ		I z	1	H-L%	4
5000000451	6000000503	sp	1	3	either	DT		i	1	H-L%	4
5000000451	6000000503	sp	1	3	either	DT		D r=	0	H-L%	4
5000000451	6000000503	sp	1	3	slain	NN	L+H*	s l EI n	1	H-L%	4
5000000451	6000000503	sp	1	3	or	CC		O r	1	H-L%	4
5000000451	6000000503	sp	1	3	wounded	VBN	L+H*	w u n	1	H-L%	4
5000000451	6000000503	sp	1	3	wounded	VBN	L+H*	d @ d	0	H-L%	4
5000000451	6000000503	sp	1	3	dangerous	JJ	L+H*	d EI n	1	H-L%	4
5000000451	6000000503	sp	1	3	dangerous	JJ	L+H*	dZ r=	0	H-L%	4
5000000451	6000000503	sp	1	3	dangerous	JJ	L+H*	@ s	0	H-L%	4
5000000451	6000000503	sp	1	3	;	:				H-L%	4
5000000451	6000000503	sp	1	4	I	PRP		AI	1	H-L%	4
5000000451	6000000503	sp	1	4	cleft	VBD	L+H*	k l E f t	1	H-L%	4
5000000451	6000000503	sp	1	4	his	PRP$		h I z	1	H-L%	4
5000000451	6000000503	sp	1	4	beaver	NN	L+H*	b i	1	H-L%	4
5000000451	6000000503	sp	1	4	beaver	NN	L+H*	v r=	0	H-L%	4
5000000451	6000000503	sp	1	4	with	IN		w I D	1	H-L%	4
5000000451	6000000503	sp	1	4	a	DT		@	0	H-L%	4
5000000451	6000000503	sp	1	4	downright	JJ	L+H*	d aU	1	H-L%	4
5000000451	6000000503	sp	1	4	downright	JJ	L+H*	n r AI t	0	H-L%	4
5000000451	6000000503	sp	1	4	blow	NN	L+H*	b l @U	1	H-L%	4
5000000451	6000000503	sp	1	4	:	:				H-L%	4
5000000451	6000000503	sp	1	5	That	IN		D { t	1	H-L%	4
5000000451	6000000503	sp	1	5	this	DT		D I s	1	H-L%	4
5000000451	6000000503	sp	1	5	is	VBZ		I z	1	H-L%	4
5000000451	6000000503	sp	1	5	true	JJ	L+H*	t r u	1	H-L%	4
5000000451	6000000503	sp	1	5	,	,				H-L%	4
5000000451	6000000503	sp	1	6	father	NN	L+H*	f A	1	H-L%	4
5000000451	6000000503	sp	1	6	father	NN	L+H*	D r=	0	H-L%	4
5000000451	6000000503	sp	1	6	,	,				H-L%	4
5000000451	6000000503	sp	1	7	behold	VBD	L+H*	b I	0	L-L%	5
5000000451	6000000503	sp	1	7	behold	VBD	L+H*	h @U l d	1	L-L%	5
5000000451	6000000503	sp	1	7	his	PRP$		h I z	1	L-L%	5
5000000451	6000000503	sp	1	7	blood	NN	!H*	b l V d	1	L-L%	5
5000000451	6000000503	sp	1	7	.	.				L-L%	5
5000000451	6000000521	sp	1	1	And	CC		{ n d	1	H-L%	4
5000000451	6000000521	sp	1	1	,	,				H-L%	4
5000000451	6000000521	sp	1	2	brother	NN	L+H*	b r V	1	H-L%	4
5000000451	6000000521	sp	1	2	brother	NN	L+H*	D r=	0	H-L%	4
5000000451	6000000521	sp	1	2	,	,				H-L%	4
5000000451	6000000521	sp	1	3	"here's"	RB		h I r	1	H-L%	4
5000000451	6000000521	sp	1	3	"here's"	VBZ		z	0	H-L%	4
5000000451	6000000521	sp	1	3	the	DT		D @	0	H-L%	4
5000000451	6000000521	sp	1	3	Earl	NNP	L+H*	r= l	1	H-L%	4
5000000451	6000000521	sp	1	3	of	IN		V v	1	H-L%	4
5000000451	6000000521	sp	1	3	"Wiltshire's"	NN	L+H*	w I l	1	H-L%	4
5000000451	6000000521	sp	1	3	"Wiltshire's"	NN	L+H*	tS AI r	0	H-L%	4
5000000451	6000000521	sp	1	3	"Wiltshire's"	POS		z	0	H-L%	4
5000000451	6000000521	sp	1	3	blood	NN	L+H*	b l V d	1	H-L%	4
5000000451	6000000521	sp	1	3	,	,				H-L%	4
5000000451	6000000521	sp	1	4	Whom	IN		h u m	1	L-L%	5
5000000451	6000000521	sp	1	4	I	PRP		AI	1	L-L%	5
5000000451	6000000521	sp	1	4	encountered	VBD	L+H*	I n	0	L-L%	5
5000000451	6000000521	sp	1	4	encountered	VBD	L+H*	k aU n	1	L-L%	5
5000000451	6000000521	sp	1	4	encountered	VBD	L+H*	t r= d	0	L-L%	5
5000000451	6000000521	sp	1	4	as	IN		{ z	1	L-L%	5
5000000451	6000000521	sp	1	4	the	DT		D @	0	L-L%	5
5000000451	6000000521	sp	1	4	battles	NNS	L+H*	b {	1	L-L%	5
5000000451	6000000521	sp	1	4	battles	NNS	L+H*	t @ l z	0	L-L%	5
5000000451	6000000521	sp	1	4	joined	VBD	!H*	dZ OI n d	1	L-L%	5
5000000451	6000000521	sp	1	4	.	.				L-L%	5
5000000451	6000000533	sp	1	1	Speak	VB	L+H*	s	0	L-L%	5
5000000451	6000000533	sp	1	1	Speak	VB	L+H*	p i k	1	L-L%	5
5000000451	6000000533	sp	1	1	thou	NNS	L+H*	D aU	1	L-L%	5
5000000451	6000000533	sp	1	1	for	IN		f O r	1	L-L%	5
5000000451	6000000533	sp	1	1	me	PRP		m i	1	L-L%	5
5000000451	6000000533	sp	1	1	and	CC		{ n d	1	L-L%	5
5000000451	6000000533	sp	1	1	tell	VB	L+H*	t E l	1	L-L%	5
5000000451	6000000533	sp	1	1	them	PRP		D E m	1	L-L%	5
5000000451	6000000533	sp	1	1	what	WP		w V t	1	L-L%	5
5000000451	6000000533	sp	1	1	I	PRP		AI	1	L-L%	5
5000000451	6000000533	sp	1	1	did	VBD	!H*	d I d	1	L-L%	5
5000000451	6000000533	sp	1	1	.	.				L-L%	5
5000000451	6000000545	sp	1	1	Richard	NNP	L+H*	r I	1	L-L%	5
5000000451	6000000545	sp	1	1	Richard	NNP	L+H*	tS r= d	0	L-L%	5
5000000451	6000000545	sp	1	1	hath	NN	L+H*	h { T	1	L-L%	5
5000000451	6000000545	sp	1	1	best	RB		b E s t	1	L-L%	5
5000000451	6000000545	sp	1	1	deserved	VBN	L+H*	d I	0	L-L%	5
5000000451	6000000545	sp	1	1	deserved	VBN	L+H*	z r= v d	1	L-L%	5
5000000451	6000000545	sp	1	1	of	IN		V v	1	L-L%	5
5000000451	6000000545	sp	1	1	all	DT		O l	1	L-L%	5
5000000451	6000000545	sp	1	1	my	PRP$		m AI	1	L-L%	5
5000000451	6000000545	sp	1	1	sons	NNS	!H*	s V n z	1	L-L%	5
5000000451	6000000545	sp	1	1	.	.				L-L%	5
5000000451	6000000545	sp	2	1	But	CC		b V t	1	H-L%	4
5000000451	6000000545	sp	2	1	is	VBZ		I z	1	H-L%	4
5000000451	6000000545	sp	2	1	your	PRP$		j O r	1	H-L%	4
5000000451	6000000545	sp	2	1	grace	NN	H*	g r EI s	1	H-L%	4
5000000451	6000000545	sp	2	1	dead	JJ	H*	d E d	1	H-L%	4
5000000451	6000000545	sp	2	1	,	,				H-L%	4
5000000451	6000000545	sp	2	2	my	PRP$		m AI	1	H-H%	6
5000000451	6000000545	sp	2	2	Lord	NNP	L*	l O r d	1	H-H%	6
5000000451	6000000545	sp	2	2	of	IN		V v	1	H-H%	6
5000000451	6000000545	sp	2	2	Somerset	RB		s V	1	H-H%	6
5000000451	6000000545	sp	2	2	Somerset	RB		m r=	0	H-H%	6
5000000451	6000000545	sp	2	2	Somerset	RB		s E t	0	H-H%	6
5000000451	6000000545	sp	2	2	?	.				H-H%	6
5000000451	6000000557	sp	1	1	Such	JJ	H*	s V tS	1	L-L%	5
5000000451	6000000557	sp	1	1	hope	NN	H*	h @U p	1	L-L%	5
5000000451	6000000557	sp	1	1	have	VBP		h { v	1	L-L%	5
5000000451	6000000557	sp	1	1	all	DT		O l	1	L-L%	5
5000000451	6000000557	sp	1	1	the	DT		D @	0	L-L%	5
5000000451	6000000557	sp	1	1	line	NN	H*	l AI n	1	L-L%	5
5000000451	6000000557	sp	1	1	of	IN		V v	1	L-L%	5
5000000451	6000000557	sp	1	1	John	NNP	H*	dZ A n	1	L-L%	5
5000000451	6000000557	sp	1	1	of	IN		V v	1	L-L%	5
5000000451	6000000557	sp	1	1	Gaunt	NNP	H*	g O n t	1	L-L%	5
5000000451	6000000557	sp	1	1	!	.				L-L%	5
5000000451	6000000566	sp	1	1	Thus	RB		D V s	1	L-L%	5
5000000451	6000000566	sp	1	1	do	VBP		d u	1	L-L%	5
5000000451	6000000566	sp	1	1	I	PRP		AI	1	L-L%	5
5000000451	6000000566	sp	1	1	hope	VB	L+H*	h @U p	1	L-L%	5
5000000451	6000000566	sp	1	1	to	TO		t u	1	L-L%	5
5000000451	6000000566	sp	1	1	shake	VB	L+H*	S EI k	1	L-L%	5
