tei_section_id	tei_node_id	tei_node_type	sentence_id	phrase_id	word	part_of_speech	accent	phoneme	stress	tone	break_index
5000000535	6000000545	sp	1	1	Good	JJ	L+H*	g U d	1	H-L%	4
5000000535	6000000545	sp	1	1	morrow	NN	L+H*	m A	1	H-L%	4
5000000535	6000000545	sp	1	1	morrow	NN	L+H*	r @U	0	H-L%	4
5000000535	6000000545	sp	1	1	,	,				H-L%	4
5000000535	6000000545	sp	1	2	and	CC		{ n d	1	L-L%	5
5000000535	6000000545	sp	1	2	well	RB		w E l	1	L-L%	5
5000000535	6000000545	sp	1	2	met	VBN	!H*	m E t	1	L-L%	5
5000000535	6000000545	sp	1	2	.	.				L-L%	5
5000000535	6000000545	sp	2	1	How	WRB		h aU	1	L-L%	6
5000000535	6000000545	sp	2	1	have	VBP		h { v	1	L-L%	6
5000000535	6000000545	sp	2	1	ye	PRP		j i	1	L-L%	6
5000000535	6000000545	sp	2	1	done	VBN	H*	d V n	1	L-L%	6
5000000535	6000000545	sp	2	1	Since	IN		s I n s	1	L-L%	6
5000000535	6000000545	sp	2	1	last	JJ	H*	l { s t	1	L-L%	6
5000000535	6000000545	sp	2	1	we	PRP		w i	1	L-L%	6
5000000535	6000000545	sp	2	1	saw	VBD	H*	s O	1	L-L%	6
5000000535	6000000545	sp	2	1	in	IN		I n	1	L-L%	6
5000000535	6000000545	sp	2	1	France	NNP	H*	f r { n s	1	L-L%	6
5000000535	6000000545	sp	2	1	?	.				L-L%	6
5000000535	6000000557	sp	1	1	I	PRP		AI	1	H-L%	4
5000000535	6000000557	sp	1	1	thank	VBP		T { N k	1	H-L%	4
5000000535	6000000557	sp	1	1	your	PRP$		j O r	1	H-L%	4
5000000535	6000000557	sp	1	1	grace	NN	L+H*	g r EI s	1	H-L%	4
5000000535	6000000557	sp	1	1	,	,				H-L%	4
5000000535	6000000557	sp	1	2	Healthful	JJ	L+H*	h E l	1	H-L%	4
5000000535	6000000557	sp	1	2	Healthful	JJ	L+H*	T f @ l	0	H-L%	4
5000000535	6000000557	sp	1	2	;	:				H-L%	4
5000000535	6000000557	sp	1	3	and	CC		{ n d	1	L-L%	5
5000000535	6000000557	sp	1	3	ever	RB		E	1	L-L%	5
5000000535	6000000557	sp	1	3	ever	RB		v r=	0	L-L%	5
5000000535	6000000557	sp	1	3	since	IN		s I n s	1	L-L%	5
5000000535	6000000557	sp	1	3	a	DT		@	0	L-L%	5
5000000535	6000000557	sp	1	3	fresh	JJ	L+H*	f r E S	1	L-L%	5
5000000535	6000000557	sp	1	3	admirer	NN	L+H*	{ d	0	L-L%	5
5000000535	6000000557	sp	1	3	admirer	NN	L+H*	m AI	1	L-L%	5
5000000535	6000000557	sp	1	3	admirer	NN	L+H*	r r=	0	L-L%	5
5000000535	6000000557	sp	1	3	Of	IN		V v	1	L-L%	5
5000000535	6000000557	sp	1	3	what	WP		w V t	1	L-L%	5
5000000535	6000000557	sp	1	3	I	PRP		AI	1	L-L%	5
5000000535	6000000557	sp	1	3	saw	VBD	!H*	s O	1	L-L%	5
5000000535	6000000557	sp	1	3	there	RB		D E r	1	L-L%	5
5000000535	6000000557	sp	1	3	.	.				L-L%	5
5000000535	6000000572	sp	1	1	An	DT		{ n	1	H-L%	4
5000000535	6000000572	sp	1	1	untimely	RB		@ n	0	H-L%	4
5000000535	6000000572	sp	1	1	untimely	RB		t AI	1	H-L%	4
5000000535	6000000572	sp	1	1	untimely	RB		m l i	0	H-L%	4
5000000535	6000000572	sp	1	1	ague	JJ	L+H*	A g	1	H-L%	4
5000000535	6000000572	sp	1	1	Stayed	NNP	L+H*	s	0	H-L%	4
5000000535	6000000572	sp	1	1	Stayed	NNP	L+H*	t EI d	1	H-L%	4
5000000535	6000000572	sp	1	1	me	PRP		m i	1	H-L%	4
5000000535	6000000572	sp	1	1	a	DT		@	0	H-L%	4
5000000535	6000000572	sp	1	1	prisoner	NN	L+H*	p r I	1	H-L%	4
5000000535	6000000572	sp	1	1	prisoner	NN	L+H*	z @	0	H-L%	4
5000000535	6000000572	sp	1	1	prisoner	NN	L+H*	n r=	0	H-L%	4
5000000535	6000000572	sp	1	1	in	IN		I n	1	H-L%	4
5000000535	6000000572	sp	1	1	my	PRP$		m AI	1	H-L%	4
5000000535	6000000572	sp	1	1	chamber	NN	L+H*	tS EI m	1	H-L%	4
5000000535	6000000572	sp	1	1	chamber	NN	L+H*	b r=	0	H-L%	4
5000000535	6000000572	sp	1	1	when	WRB		w E n	1	H-L%	4
5000000535	6000000572	sp	1	1	Those	DT		D @U z	1	H-L%	4
5000000535	6000000572	sp	1	1	suns	NNS	L+H*	s V n z	1	H-L%	4
5000000535	6000000572	sp	1	1	of	IN		V v	1	H-L%	4
5000000535	6000000572	sp	1	1	glory	NN	L+H*	g l O	1	H-L%	4
5000000535	6000000572	sp	1	1	glory	NN	L+H*	r i	0	H-L%	4
5000000535	6000000572	sp	1	1	,	,				H-L%	4
5000000535	6000000572	sp	1	2	those	DT		D @U z	1	H-L%	4
5000000535	6000000572	sp	1	2	two	CD		t u	1	H-L%	4
5000000535	6000000572	sp	1	2	lights	NNS	L+H*	l AI t s	1	H-L%	4
5000000535	6000000572	sp	1	2	of	IN		V v	1	H-L%	4
5000000535	6000000572	sp	1	2	men	NNS	L+H*	m E n	1	H-L%	4
5000000535	6000000572	sp	1	2	,	,				H-L%	4
5000000535	6000000572	sp	1	3	Met	NNP	L+H*	m E t	1	L-L%	5
5000000535	6000000572	sp	1	3	in	IN		I n	1	L-L%	5
5000000535	6000000572	sp	1	3	the	DT		D @	0	L-L%	5
5000000535	6000000572	sp	1	3	vale	NN	L+H*	v EI l	1	L-L%	5
5000000535	6000000572	sp	1	3	of	IN		V v	1	L-L%	5
5000000535	6000000572	sp	1	3	Andren	NNP	!H*	{ n	1	L-L%	5
5000000535	6000000572	sp	1	3	Andren	NNP	!H*	d r=	0	L-L%	5
5000000535	6000000572	sp	1	3	Andren	NNP	!H*	@ n	0	L-L%	5
5000000535	6000000572	sp	1	3	.	.				L-L%	5
5000000535	6000000590	sp	1	1	Twixt	RB		t w I k s t	1	H-L%	4
5000000535	6000000590	sp	1	1	Guynes	NNP	H*	g AI n z	1	H-L%	4
5000000535	6000000590	sp	1	1	and	CC		{ n d	1	H-L%	4
5000000535	6000000590	sp	1	1	Arde	NNP	H*	A r d	1	H-L%	4
5000000535	6000000590	sp	1	1	:	:				H-L%	4
5000000535	6000000590	sp	1	2	I	PRP		AI	1	H-L%	4
5000000535	6000000590	sp	1	2	was	VBD	H*	w A z	1	H-L%	4
5000000535	6000000590	sp	1	2	then	RB		D E n	1	H-L%	4
5000000535	6000000590	sp	1	2	present	JJ	H*	p r i	0	H-L%	4
5000000535	6000000590	sp	1	2	present	JJ	H*	z E n t	1	H-L%	4
5000000535	6000000590	sp	1	2	,	,				H-L%	4
5000000535	6000000590	sp	1	3	saw	VBD	H*	s O	1	H-L%	4
5000000535	6000000590	sp	1	3	them	PRP		D E m	1	H-L%	4
5000000535	6000000590	sp	1	3	salute	VB	H*	s @	0	H-L%	4
5000000535	6000000590	sp	1	3	salute	VB	H*	l u t	1	H-L%	4
5000000535	6000000590	sp	1	3	on	IN		A n	1	H-L%	4
5000000535	6000000590	sp	1	3	horseback	NN	H*	h O r s	1	H-L%	4
5000000535	6000000590	sp	1	3	horseback	NN	H*	b { k	0	H-L%	4
5000000535	6000000590	sp	1	3	;	:				H-L%	4
5000000535	6000000590	sp	1	4	Beheld	NNP	H*	b E	1	H-L%	4
5000000535	6000000590	sp	1	4	Beheld	NNP	H*	h E l d	0	H-L%	4
5000000535	6000000590	sp	1	4	them	PRP		D E m	1	H-L%	4
5000000535	6000000590	sp	1	4	,	,				H-L%	4
5000000535	6000000590	sp	1	5	when	WRB		w E n	1	H-L%	4
5000000535	6000000590	sp	1	5	they	PRP		D EI	1	H-L%	4
5000000535	6000000590	sp	1	5	lighted	VBD	H*	l AI	1	H-L%	4
5000000535	6000000590	sp	1	5	lighted	VBD	H*	t @ d	0	H-L%	4
5000000535	6000000590	sp	1	5	,	,				H-L%	4
5000000535	6000000590	sp	1	6	how	WRB		h aU	1	H-L%	4
5000000535	6000000590	sp	1	6	they	PRP		D EI	1	H-L%	4
5000000535	6000000590	sp	1	6	clung	VBD	H*	k l V N	1	H-L%	4
5000000535	6000000590	sp	1	6	In	IN		I n	1	H-L%	4
5000000535	6000000590	sp	1	6	their	PRP$		D E r	1	H-L%	4
5000000535	6000000590	sp	1	6	embracement	NN	H*	E m	1	H-L%	4
5000000535	6000000590	sp	1	6	embracement	NN	H*	b r EI	0	H-L%	4
5000000535	6000000590	sp	1	6	embracement	NN	H*	s m @ n t	0	H-L%	4
5000000535	6000000590	sp	1	6	,	,				H-L%	4
5000000535	6000000590	sp	1	7	as	IN		{ z	1	H-L%	4
5000000535	6000000590	sp	1	7	they	PRP		D EI	1	H-L%	4
5000000535	6000000590	sp	1	7	grew	VBD	H*	g r u	1	H-L%	4
5000000535	6000000590	sp	1	7	together	RB		t @	0	H-L%	4
5000000535	6000000590	sp	1	7	together	RB		g E	1	H-L%	4
5000000535	6000000590	sp	1	7	together	RB		D r=	0	H-L%	4
5000000535	6000000590	sp	1	7	;	:				H-L%	4
5000000535	6000000590	sp	1	8	Which	WDT		w I tS	1	H-L%	4
5000000535	6000000590	sp	1	8	had	VBD	H*	h { d	1	H-L%	4
5000000535	6000000590	sp	1	8	they	PRP		D EI	1	H-L%	4
5000000535	6000000590	sp	1	8	,	,				H-L%	4
5000000535	6000000590	sp	1	9	what	WP		w V t	1	H-H%	5
5000000535	6000000590	sp	1	9	four	CD		f O r	1	H-H%	5
5000000535	6000000590	sp	1	9	throned	VBN	H*	T r @U n d	1	H-H%	5
