tei_section_id	tei_node_id	tei_node_type	sentence_id	phrase_id	word	part_of_speech	accent	phoneme	stress	tone	break_index
5000000358	6000000368	sp	1	1	So	RB		s @U	1	H-L%	4
5000000358	6000000368	sp	1	1	shaken	VBN	L+H*	S EI	1	H-L%	4
5000000358	6000000368	sp	1	1	shaken	VBN	L+H*	k @ n	0	H-L%	4
5000000358	6000000368	sp	1	1	as	IN		{ z	1	H-L%	4
5000000358	6000000368	sp	1	1	we	PRP		w i	1	H-L%	4
5000000358	6000000368	sp	1	1	are	VBP		A r	1	H-L%	4
5000000358	6000000368	sp	1	1	,	,				H-L%	4
5000000358	6000000368	sp	1	2	so	RB		s @U	1	H-L%	4
5000000358	6000000368	sp	1	2	wan	JJ	L+H*	w A n	1	H-L%	4
5000000358	6000000368	sp	1	2	with	IN		w I D	1	H-L%	4
5000000358	6000000368	sp	1	2	care	NN	L+H*	k E r	1	H-L%	4
5000000358	6000000368	sp	1	2	,	,				H-L%	4
5000000358	6000000368	sp	1	3	Find	VB	L+H*	f AI n d	1	H-L%	4
5000000358	6000000368	sp	1	3	we	PRP		w i	1	H-L%	4
5000000358	6000000368	sp	1	3	a	DT		@	0	H-L%	4
5000000358	6000000368	sp	1	3	time	NN	L+H*	t AI m	1	H-L%	4
5000000358	6000000368	sp	1	3	for	IN		f O r	1	H-L%	4
5000000358	6000000368	sp	1	3	frighted	JJ	L+H*	f r AI	1	H-L%	4
5000000358	6000000368	sp	1	3	frighted	JJ	L+H*	t I d	0	H-L%	4
5000000358	6000000368	sp	1	3	peace	NN	L+H*	p i s	1	H-L%	4
5000000358	6000000368	sp	1	3	to	TO		t u	1	H-L%	4
5000000358	6000000368	sp	1	3	pant	NN	L+H*	p { n t	1	H-L%	4
5000000358	6000000368	sp	1	3	,	,				H-L%	4
5000000358	6000000368	sp	1	4	And	CC		{ n d	1	L-L%	5
5000000358	6000000368	sp	1	4	breathe	VB	L+H*	b r i D	1	L-L%	5
5000000358	6000000368	sp	1	4	short-winded	JJ	L+H*	S O r t	1	L-L%	5
5000000358	6000000368	sp	1	4	short-winded	JJ	L+H*	w I n	1	L-L%	5
5000000358	6000000368	sp	1	4	short-winded	JJ	L+H*	d I d	0	L-L%	5
5000000358	6000000368	sp	1	4	accents	NNS	L+H*	{ k	0	L-L%	5
5000000358	6000000368	sp	1	4	accents	NNS	L+H*	s E n t s	1	L-L%	5
5000000358	6000000368	sp	1	4	of	IN		V v	1	L-L%	5
5000000358	6000000368	sp	1	4	new	JJ	L+H*	n u	1	L-L%	5
5000000358	6000000368	sp	1	4	broils	NNS	L+H*	b r OI l z	1	L-L%	5
5000000358	6000000368	sp	1	4	To	TO		t u	1	L-L%	5
5000000358	6000000368	sp	1	4	be	VB	L+H*	b i	1	L-L%	5
5000000358	6000000368	sp	1	4	commenced	VBN	L+H*	k @	0	L-L%	5
5000000358	6000000368	sp	1	4	commenced	VBN	L+H*	m E n s t	1	L-L%	5
5000000358	6000000368	sp	1	4	in	IN		I n	1	L-L%	5
5000000358	6000000368	sp	1	4	strands	NNS	L+H*	s	0	L-L%	5
5000000358	6000000368	sp	1	4	strands	NNS	L+H*	t r { n d z	1	L-L%	5
5000000358	6000000368	sp	1	4	afar	RB		@	0	L-L%	5
5000000358	6000000368	sp	1	4	afar	RB		f A r	1	L-L%	5
5000000358	6000000368	sp	1	4	remote	JJ	!H*	r I	0	L-L%	5
5000000358	6000000368	sp	1	4	remote	JJ	!H*	m @U t	1	L-L%	5
5000000358	6000000368	sp	1	4	.	.				L-L%	5
5000000358	6000000368	sp	2	1	No	DT		n @U	1	H-L%	4
5000000358	6000000368	sp	2	1	more	RBR		m O r	1	H-L%	4
5000000358	6000000368	sp	2	1	the	DT		D @	0	H-L%	4
5000000358	6000000368	sp	2	1	thirsty	JJ	L+H*	T r= s	1	H-L%	4
5000000358	6000000368	sp	2	1	thirsty	JJ	L+H*	t i	0	H-L%	4
5000000358	6000000368	sp	2	1	entrance	NN	L+H*	E n	1	H-L%	4
5000000358	6000000368	sp	2	1	entrance	NN	L+H*	t r @ n s	0	H-L%	4
5000000358	6000000368	sp	2	1	of	IN		V v	1	H-L%	4
5000000358	6000000368	sp	2	1	this	DT		D I s	1	H-L%	4
5000000358	6000000368	sp	2	1	soil	NN	L+H*	s OI l	1	H-L%	4
5000000358	6000000368	sp	2	1	Shall	MD		S { l	1	H-L%	4
5000000358	6000000368	sp	2	1	daub	VB	L+H*	d O b	1	H-L%	4
5000000358	6000000368	sp	2	1	her	PRP$		h r=	0	H-L%	4
5000000358	6000000368	sp	2	1	lips	NNS	L+H*	l I p s	1	H-L%	4
5000000358	6000000368	sp	2	1	with	IN		w I D	1	H-L%	4
5000000358	6000000368	sp	2	1	her	PRP$		h r=	0	H-L%	4
5000000358	6000000368	sp	2	1	own	JJ	L+H*	@U n	1	H-L%	4
5000000358	6000000368	sp	2	1	"children's"	NNS	L+H*	tS I l	1	H-L%	4
5000000358	6000000368	sp	2	1	"children's"	NNS	L+H*	d r @ n	0	H-L%	4
5000000358	6000000368	sp	2	1	"children's"	POS		z	0	H-L%	4
5000000358	6000000368	sp	2	1	blood	NN	L+H*	b l V d	1	H-L%	4
5000000358	6000000368	sp	2	1	;	:				H-L%	4
5000000358	6000000368	sp	2	2	No	DT		n @U	1	H-L%	4
5000000358	6000000368	sp	2	2	more	RBR		m O r	1	H-L%	4
5000000358	6000000368	sp	2	2	shall	MD		S { l	1	H-L%	4
5000000358	6000000368	sp	2	2	trenching	VB	L+H*	t r E n	1	H-L%	4
5000000358	6000000368	sp	2	2	trenching	VB	L+H*	tS I N	0	H-L%	4
5000000358	6000000368	sp	2	2	war	NN	L+H*	w O r	1	H-L%	4
5000000358	6000000368	sp	2	2	channel	VB	L+H*	tS {	1	H-L%	4
5000000358	6000000368	sp	2	2	channel	VB	L+H*	n @ l	0	H-L%	4
5000000358	6000000368	sp	2	2	her	PRP$		h r=	0	H-L%	4
5000000358	6000000368	sp	2	2	fields	NNS	L+H*	f i l d z	1	H-L%	4
5000000358	6000000368	sp	2	2	,	,				H-L%	4
5000000358	6000000368	sp	2	3	Nor	CC		n O r	1	H-L%	4
5000000358	6000000368	sp	2	3	bruise	VB	L+H*	b r u z	1	H-L%	4
5000000358	6000000368	sp	2	3	her	PRP$		h r=	0	H-L%	4
5000000358	6000000368	sp	2	3	flowers	NNS	L+H*	f l aU	1	H-L%	4
5000000358	6000000368	sp	2	3	flowers	NNS	L+H*	r= z	0	H-L%	4
5000000358	6000000368	sp	2	3	with	IN		w I D	1	H-L%	4
5000000358	6000000368	sp	2	3	the	DT		D @	0	H-L%	4
5000000358	6000000368	sp	2	3	armed	JJ	L+H*	A r m d	1	H-L%	4
5000000358	6000000368	sp	2	3	hoofs	NNS	L+H*	h U f s	1	H-L%	4
5000000358	6000000368	sp	2	3	Of	IN		V v	1	H-L%	4
5000000358	6000000368	sp	2	3	hostile	JJ	L+H*	h A s	1	H-L%	4
5000000358	6000000368	sp	2	3	hostile	JJ	L+H*	t @ l	0	H-L%	4
5000000358	6000000368	sp	2	3	paces	NNS	L+H*	p EI	1	H-L%	4
5000000358	6000000368	sp	2	3	paces	NNS	L+H*	s I z	0	H-L%	4
5000000358	6000000368	sp	2	3	:	:				H-L%	4
5000000358	6000000368	sp	2	4	those	DT		D @U z	1	H-L%	4
5000000358	6000000368	sp	2	4	opposed	VBN	L+H*	@	0	H-L%	4
5000000358	6000000368	sp	2	4	opposed	VBN	L+H*	p @U z d	1	H-L%	4
5000000358	6000000368	sp	2	4	eyes	NNS	L+H*	AI z	1	H-L%	4
5000000358	6000000368	sp	2	4	,	,				H-L%	4
5000000358	6000000368	sp	2	5	Which	WDT		w I tS	1	H-L%	4
5000000358	6000000368	sp	2	5	,	,				H-L%	4
5000000358	6000000368	sp	2	6	like	IN		l AI k	1	H-L%	4
5000000358	6000000368	sp	2	6	the	DT		D @	0	H-L%	4
5000000358	6000000368	sp	2	6	meteors	NNS	L+H*	m i	1	H-L%	4
5000000358	6000000368	sp	2	6	meteors	NNS	L+H*	t i r z	0	H-L%	4
5000000358	6000000368	sp	2	6	of	IN		V v	1	H-L%	4
5000000358	6000000368	sp	2	6	a	DT		@	0	H-L%	4
5000000358	6000000368	sp	2	6	troubled	JJ	L+H*	t r V	1	H-L%	4
5000000358	6000000368	sp	2	6	troubled	JJ	L+H*	b @ l d	0	H-L%	4
